id,area,district,floor,distance_to_center,rent_price
4387,91.9,suburb,7,11.41,2991.87
4388,79.4,residential,12,8.02,1466.93
4389,47.2,industrial,12,8.04,1785.51
4390,43.7,residential,5,8.58,1751.17
4391,64.1,riverside,24,6.6,2073.27
4392,38.9,university,4,3.39,2094.27
4393,45.2,university,12,3.33,2238.81
4394,74.5,residential,11,7.31,1884.42
4395,72.4,residential,16,5.3,2636.1
4396,57.4,central,7,1.77,5404.03
4397,92.3,green_zone,12,11.86,1894.78
4398,81.7,green_zone,12,3.65,4302.35
4399,119.0,suburb,6,12.94,2037.7
4400,37.0,residential,12,3.31,2237.39
4401,21.1,residential,1,5.98,2043.59
4402,56.0,business,27,4.23,2884.92
4403,55.4,university,1,5.04,2024.73
4404,64.2,business,25,4.03,5361.9
4405,118.6,suburb,7,12.42,3366.24
4406,95.2,central,29,0.2,6038.29
4407,109.4,suburb,12,15.66,2997.16
4408,71.1,residential,20,6.06,496.16
4409,70.5,riverside,3,7.71,2673.24
4410,78.3,residential,11,6.85,1576.69
4411,109.7,luxury_hills,2,12.03,13347.67
4412,20.9,university,13,4.23,2641.82
4413,53.6,old_town,1,3.54,1703.99
4414,34.8,central,33,1.84,5054.87
4415,105.3,old_town,1,3.18,2269.75
4416,25.8,riverside,5,3.4,2479.24
4417,46.7,central,7,2.48,3957.81
4418,41.6,university,4,3.23,1983.81
4419,92.9,residential,12,3.37,2317.81
4420,40.3,business,19,3.24,7652.87
4421,73.8,residential,10,6.49,2199.55
4422,71.0,business,10,2.29,3903.02
4423,24.6,residential,1,8.15,2411.5
4424,59.7,suburb,10,4.99,2736.89
4425,51.4,old_town,8,3.08,2040.28
4426,83.9,suburb,14,8.17,2995.96
4427,107.0,suburb,15,17.87,3927.8
4428,142.2,riverside,25,6.48,3179.94
4429,72.7,business,8,2.9,2978.25
4430,67.4,business,11,4.14,5752.26
4431,24.1,central,13,0.61,5674.28
4432,71.3,business,3,3.89,3382.44
4433,104.7,suburb,7,11.32,2219.06
4434,18.0,business,2,2.76,2650.64
4435,73.7,industrial,15,6.16,1762.76
4436,53.7,residential,3,2.68,2011.22
4437,81.1,suburb,3,9.76,1434.21
4438,54.1,riverside,6,6.01,3871.64
4439,19.6,residential,12,6.08,1953.92
4440,75.9,suburb,17,13.59,5260.61
4441,123.6,business,4,2.86,3464.39
4442,43.6,university,12,5.52,2165.76
4443,65.4,residential,10,7.79,1586.7
4444,42.9,business,4,4.62,2140.37
4445,56.1,riverside,3,4.76,3287.82
4446,74.3,business,2,4.98,3587.74
4447,49.6,industrial,3,11.25,1313.49
4448,26.2,old_town,7,2.22,3271.23
4449,63.4,university,20,4.17,2584.66
4450,63.5,residential,1,11.47,2290.13
4451,82.4,residential,9,6.34,2550.07
4452,51.2,central,1,1.68,1769.98
4453,19.9,industrial,9,8.01,515.8
4454,57.8,business,4,3.47,5013.68
4455,21.5,university,7,6.84,3071.05
4456,146.7,green_zone,8,8.95,2076.79
4457,71.6,suburb,4,16.05,3397.15
4458,108.8,suburb,8,16.67,2499.31
4459,43.7,industrial,8,9.47,2751.96
4460,82.8,university,14,7.65,2980.95
4461,103.5,residential,15,4.89,2664.49
4462,169.8,luxury_hills,4,10.9,15830.12
4463,39.8,central,11,1.07,4984.0
4464,76.0,residential,14,10.7,1649.28
4465,45.0,university,3,5.05,3634.89
4466,54.7,residential,4,7.59,2155.03
4467,38.8,industrial,15,7.71,1327.42
4468,70.1,suburb,4,7.56,2858.87
4469,43.9,residential,21,10.77,1306.21
4470,81.8,suburb,2,11.16,2428.23
4471,67.1,green_zone,13,9.75,2051.7
4472,76.2,business,1,3.03,3038.76
4473,93.3,residential,11,5.92,2242.41
4474,76.6,suburb,6,13.2,1638.46
4475,86.7,old_town,6,2.04,4491.74
4476,121.8,residential,4,4.98,3769.98
4477,81.0,business,37,3.62,2589.31
4478,63.5,residential,16,3.72,2813.73
4479,48.3,green_zone,15,8.58,3445.51
4480,75.3,riverside,3,6.61,3285.82
4481,55.6,university,15,5.21,2909.37
4482,80.4,riverside,8,2.24,5560.16
4483,88.0,business,6,3.35,2258.14
4484,31.5,old_town,4,2.4,2183.07
4485,18.0,riverside,7,4.72,2594.47
4486,50.0,central,18,1.63,6123.24
4487,89.6,business,11,3.82,2415.69
4488,38.1,residential,6,7.45,1306.4
4489,66.5,business,5,3.96,3117.82
4490,63.7,residential,22,4.23,2658.75
4491,79.0,central,14,0.94,3679.26
4492,33.4,riverside,10,2.41,3289.54
4493,117.1,suburb,11,10.87,2497.68
4494,76.5,business,15,2.52,3584.94
4495,20.4,university,6,4.28,3010.03
4496,55.6,suburb,7,15.87,2003.57
4497,79.1,residential,17,6.15,2290.25
4498,60.1,central,12,2.4,2966.83
4499,81.0,riverside,9,3.97,4966.52
4500,32.8,green_zone,6,9.05,1909.74
4501,72.1,industrial,6,10.54,1560.48
4502,47.9,central,8,1.52,4061.77
4503,77.5,residential,4,4.52,2246.3
4504,79.8,business,8,2.63,6530.05
4505,92.8,old_town,6,1.35,2512.96
4506,82.3,luxury_hills,25,11.16,8500.47
4507,74.8,industrial,3,11.66,2664.96
4508,54.4,residential,21,1.65,2024.29
4509,59.5,old_town,7,2.5,2730.64
4510,80.9,old_town,5,3.84,2692.96
4511,69.5,green_zone,20,5.18,2084.6
4512,59.3,riverside,29,4.26,1522.73
4513,87.2,luxury_hills,3,11.93,9572.68
4514,55.0,residential,6,8.49,1889.37
4515,60.3,central,21,1.54,4478.34
4516,75.1,central,4,1.43,3220.85
4517,29.4,central,13,0.76,4480.31
4518,91.0,business,29,3.17,4701.12
4519,18.0,industrial,11,11.38,558.12
4520,58.2,university,17,4.71,3729.53
4521,51.1,university,17,4.11,2664.71
4522,130.5,suburb,3,4.85,3719.29
4523,18.0,old_town,3,1.82,3289.88
4524,32.3,central,1,1.05,6513.01
4525,138.8,suburb,10,11.01,927.03
4526,60.2,riverside,26,5.85,3204.01
4527,25.3,central,15,2.03,3404.62
4528,137.8,green_zone,9,9.45,2197.57
4529,99.1,residential,8,3.82,1473.78
4530,50.3,industrial,4,9.38,2187.98
4531,61.6,business,3,2.79,3010.09
4532,52.6,industrial,6,8.77,1323.37
4533,42.9,suburb,3,11.72,1873.74
4534,60.6,suburb,9,10.42,2309.55
4535,51.1,central,9,1.86,2344.4
4536,53.3,industrial,1,8.86,1317.8
4537,81.0,residential,12,12.0,1627.0
4538,78.6,industrial,2,6.91,1342.05
4539,73.1,old_town,8,1.33,2949.86
4540,71.8,suburb,2,12.7,1773.8
4541,42.6,riverside,2,2.35,3381.45
4542,64.7,central,11,1.91,2751.3
4543,109.3,old_town,5,3.03,2913.87
4544,59.9,suburb,11,9.13,1589.3
4545,93.8,residential,12,9.41,1366.31
4546,145.9,luxury_hills,8,11.07,22295.02
4547,101.2,luxury_hills,8,7.85,11445.0
4548,107.2,green_zone,6,8.24,3391.03
4549,27.0,university,1,2.01,3759.98
4550,36.3,university,7,5.45,1732.86
4551,49.3,business,4,3.06,3503.15
4552,22.4,central,4,0.98,3531.24
4553,84.7,green_zone,6,8.23,2228.43
4554,37.3,university,12,5.07,1186.43
4555,97.1,residential,20,6.97,1645.99
4556,170.5,luxury_hills,19,4.56,17601.82
4557,65.5,business,5,3.25,2723.16
4558,42.8,industrial,8,14.66,998.76
4559,71.4,riverside,14,5.49,3363.14
4560,56.3,business,40,4.06,3176.8
4561,64.0,suburb,5,9.95,1470.4
4562,45.3,central,14,1.73,3425.29
4563,39.8,residential,6,9.11,1129.27
4564,113.5,residential,1,8.01,2649.46
4565,76.6,suburb,16,10.86,1233.0
4566,22.9,business,7,2.91,3530.49
4567,79.9,industrial,5,11.2,1810.96
4568,48.7,university,2,5.1,2102.34
4569,80.6,residential,11,6.95,1207.86
4570,29.3,riverside,9,7.53,3389.29
4571,169.4,suburb,9,12.74,480.19
4572,28.7,university,20,2.51,2022.65
4573,128.2,suburb,14,12.69,1905.23
4574,54.8,riverside,5,7.04,1938.18
4575,71.9,old_town,7,1.47,1626.31
4576,76.3,residential,5,10.79,2638.84
4577,54.4,industrial,8,9.89,1529.71
4578,82.3,residential,17,6.98,2083.91
4579,48.9,central,2,3.43,3498.3
4580,21.1,central,17,1.69,4428.95
4581,65.2,central,23,2.58,3571.32
4582,58.3,riverside,14,4.6,2886.7
4583,54.7,industrial,10,8.94,472.35
4584,78.8,university,5,4.3,1633.04
4585,68.2,industrial,2,9.98,1265.28
4586,31.3,university,1,4.01,2253.37
4587,93.9,green_zone,9,9.53,3128.44
4588,45.0,residential,2,5.84,2100.4
4589,83.3,residential,16,11.46,2685.91
4590,119.0,luxury_hills,22,8.78,10147.39
4591,59.1,suburb,10,16.53,1320.64
4592,91.3,business,7,3.12,3796.23
4593,29.2,residential,8,6.74,2525.38
4594,85.1,suburb,17,17.53,2289.86
4595,49.8,riverside,9,7.77,2393.08
4596,96.2,green_zone,3,10.18,2308.11
4597,43.7,old_town,8,1.87,1687.08
4598,49.1,suburb,9,9.22,1419.43
4599,84.5,green_zone,7,10.44,2993.06
4600,70.0,suburb,8,12.48,1367.18
4601,88.2,riverside,19,7.87,5359.0
4602,144.0,suburb,1,10.31,2155.78
4603,85.2,suburb,11,5.88,2151.61
4604,18.0,university,20,3.23,3674.37
4605,26.6,residential,3,9.11,992.47
4606,47.7,university,8,6.38,1844.53
4607,94.4,business,3,3.11,2786.33
4608,110.5,suburb,12,13.97,1675.99
4609,34.3,residential,5,5.59,1383.52
4610,82.1,green_zone,15,6.07,2542.27
4611,116.7,suburb,9,6.05,3357.86
4612,38.6,business,8,2.88,5671.5
4613,22.1,green_zone,7,10.07,1542.56
4614,37.9,old_town,8,2.47,2524.51
4615,77.1,business,7,3.61,2968.75
4616,117.1,business,10,2.99,3949.45
4617,87.9,riverside,11,8.54,2572.48
4618,47.0,business,6,1.93,3032.38
4619,18.0,suburb,7,13.49,1652.13
4620,59.4,old_town,5,2.42,3040.3
4621,97.8,old_town,3,1.79,3653.01
4622,123.0,suburb,9,10.32,1160.35
4623,76.5,old_town,2,0.75,2759.92
4624,70.6,business,39,2.03,3497.62
4625,112.2,residential,11,5.23,1614.76
4626,90.9,residential,1,4.18,2435.71
4627,109.7,suburb,4,13.24,2879.37
4628,32.5,central,16,1.59,2227.91
4629,71.0,business,20,2.31,6372.93
4630,18.0,university,3,2.19,3431.16
4631,124.8,luxury_hills,18,9.93,16578.96
4632,53.0,industrial,9,8.7,1341.41
4633,44.6,suburb,5,3.81,1733.26
4634,43.1,university,18,4.1,2220.95
4635,70.4,residential,11,8.03,1933.96
4636,59.5,university,4,5.22,3004.07
4637,115.5,residential,12,5.27,1425.14
4638,34.5,industrial,12,8.89,350.0
4639,40.7,riverside,21,3.66,2306.5
4640,151.8,luxury_hills,7,9.9,18090.55
4641,76.6,business,4,1.77,2048.25
4642,66.9,old_town,2,3.19,4011.22
4643,76.3,green_zone,2,8.24,1572.69
4644,84.1,green_zone,9,6.82,3147.31
4645,63.4,green_zone,11,12.18,2831.51
4646,49.3,green_zone,4,7.54,1231.88
4647,73.1,university,1,5.34,2465.61
4648,45.6,residential,10,6.56,2432.73
4649,145.5,suburb,11,13.39,2955.29
4650,77.1,old_town,2,2.61,3439.55
4651,104.5,suburb,12,11.07,1818.81
4652,28.8,university,12,8.7,3205.11
4653,132.2,suburb,9,13.46,1366.35
4654,28.5,central,22,3.03,2041.2
4655,38.8,industrial,3,9.74,948.91
4656,56.4,old_town,3,2.96,2431.4
4657,70.4,old_town,8,3.11,3287.86
4658,18.0,green_zone,9,11.13,2789.18
4659,74.5,green_zone,14,10.79,1760.17
4660,37.0,university,2,6.67,2240.63
4661,80.2,green_zone,6,7.46,2416.19
4662,26.3,central,1,0.53,4828.61
4663,71.8,green_zone,6,6.1,3888.25
4664,62.8,industrial,6,9.34,2270.23
4665,45.1,suburb,6,15.23,2060.24
4666,108.2,old_town,8,3.1,2297.1
4667,55.6,old_town,5,0.83,1539.8
4668,78.2,suburb,1,12.59,1908.69
4669,29.1,university,18,5.4,2614.92
4670,57.0,suburb,17,14.41,1528.95
4671,75.6,university,8,5.23,2954.26
4672,63.5,business,8,3.17,2098.94
4673,42.1,business,11,2.11,3723.43
4674,58.7,central,23,1.18,5149.69
4675,57.7,suburb,3,4.12,4390.16
4676,71.7,residential,12,5.09,1868.66
4677,43.5,university,5,4.76,1732.89
4678,50.0,university,10,6.09,1997.67
4679,32.6,university,2,4.1,3603.84
4680,83.2,suburb,5,14.97,2173.05
4681,71.4,industrial,16,11.23,1853.43
4682,57.0,residential,20,8.01,1657.44
4683,27.4,old_town,5,3.5,1235.13
4684,71.4,central,10,0.61,3342.94
4685,100.3,old_town,5,2.94,4886.1
4686,33.7,university,13,5.23,3071.83
4687,91.5,business,37,3.66,3528.24
4688,69.7,central,2,2.0,4087.54
4689,81.3,suburb,7,18.31,865.29
4690,117.4,old_town,3,3.22,1262.63
4691,80.3,residential,13,6.79,3970.03
4692,106.9,suburb,1,14.61,3217.85
4693,100.5,old_town,7,3.51,2585.63
4694,31.8,business,4,3.44,3120.51
4695,53.3,business,2,3.29,2283.07
4696,93.9,suburb,17,12.0,2898.93
4697,119.0,luxury_hills,8,7.62,12922.86
4698,132.4,suburb,12,8.9,1851.49
4699,70.4,riverside,28,7.45,2939.02
4700,25.8,residential,7,5.69,2125.45
4701,38.1,university,9,5.88,1552.18
4702,79.4,suburb,16,11.18,1485.57
4703,61.7,residential,7,5.15,1962.78
4704,111.7,green_zone,7,8.41,2886.86
4705,59.8,central,9,0.77,4099.76
4706,48.1,industrial,16,9.71,987.5
4707,46.6,university,4,3.77,1761.96
4708,179.1,luxury_hills,7,10.71,25226.42
4709,50.2,old_town,7,3.35,3252.16
4710,82.2,business,10,5.26,2394.35
4711,45.0,industrial,9,8.89,372.94
4712,57.2,residential,16,2.0,2207.2
4713,63.0,old_town,5,2.45,2201.01
4714,91.4,business,11,1.83,3865.53
4715,28.1,riverside,12,5.58,2641.38
4716,74.4,suburb,9,8.83,2497.08
4717,87.3,green_zone,10,8.87,1528.27
4718,81.2,business,11,2.17,4106.06
4719,153.3,suburb,2,12.57,908.94
4720,54.3,riverside,9,9.46,2681.19
4721,58.2,business,8,2.39,1871.46
4722,126.0,suburb,8,18.85,350.0
4723,85.5,residential,6,7.96,2014.35
4724,78.6,business,3,3.24,2771.81
4725,81.0,riverside,6,3.33,3419.44
4726,54.6,old_town,3,2.09,3412.68
4727,41.6,suburb,12,17.63,1934.0
4728,21.5,central,6,0.2,4760.11
4729,45.5,university,13,3.32,2533.79
4730,33.3,residential,12,5.24,1575.61
4731,74.7,residential,3,6.62,2257.48
4732,24.2,business,7,1.99,3470.25
4733,57.0,business,3,2.4,2914.51
4734,54.9,old_town,5,3.3,3315.48
4735,70.6,industrial,12,11.33,609.86
4736,60.4,green_zone,9,7.28,4399.47
4737,46.7,central,27,2.77,3207.16
4738,76.4,industrial,15,10.36,515.96
4739,146.7,luxury_hills,8,10.07,12979.28
4740,35.7,central,29,2.62,6297.03
4741,64.0,riverside,5,8.61,3076.83
4742,89.0,business,9,2.33,3895.74
4743,18.0,business,1,3.07,2860.18
4744,32.4,university,3,4.61,2244.27
4745,51.3,suburb,17,14.54,2164.76
4746,36.2,suburb,10,12.92,1713.6
4747,45.8,central,2,2.43,3553.12
4748,24.5,old_town,2,2.29,1585.81
4749,80.6,green_zone,2,7.32,2137.44
4750,123.1,suburb,2,11.82,1994.21
4751,30.5,university,9,5.96,3428.98
4752,53.9,university,1,5.65,1815.93
4753,42.6,university,6,3.84,2035.17
4754,36.0,residential,6,6.93,1535.89
4755,82.6,central,35,1.57,2237.53
4756,27.5,old_town,1,1.84,2981.72
4757,44.2,university,15,4.8,1762.77
4758,105.8,suburb,7,11.05,2114.27
4759,36.3,business,29,2.53,4386.85
4760,40.9,industrial,12,8.26,2041.94
4761,102.8,suburb,10,9.76,1999.77
4762,71.1,business,2,2.65,3715.98
4763,43.5,university,12,1.4,1486.89
4764,70.5,riverside,5,4.87,2865.54
4765,51.5,central,1,2.86,2372.28
4766,18.0,green_zone,3,8.11,1592.28
4767,92.9,business,15,1.49,4428.21
4768,60.0,riverside,1,6.51,1191.58
4769,65.7,industrial,14,11.56,654.62
4770,47.6,residential,12,7.89,1986.19
4771,44.2,suburb,15,5.56,2389.3
4772,56.4,industrial,12,9.86,1715.3
4773,41.3,central,12,2.17,3222.27
4774,46.0,riverside,7,7.1,1949.77
4775,126.1,residential,2,10.54,1683.06
4776,68.8,suburb,10,8.01,1941.3
4777,57.5,residential,14,8.78,1586.46
4778,87.4,business,40,2.43,2594.4
4779,29.0,central,3,1.84,7491.18
4780,112.2,residential,5,5.69,2305.93
4781,54.4,industrial,10,12.07,711.41
4782,81.1,suburb,8,12.17,2525.83
4783,97.0,green_zone,4,7.03,3183.19
4784,90.2,riverside,3,0.99,3822.46
4785,97.7,green_zone,13,8.4,2649.33
4786,28.0,residential,2,9.31,3283.86
4787,20.0,university,8,2.13,5071.01
4788,58.9,university,18,2.0,2774.98
4789,52.3,residential,9,3.16,5429.26
4790,106.4,business,25,3.03,2031.54
4791,32.5,central,18,1.8,4643.31
4792,68.4,industrial,4,12.01,1763.03
4793,73.4,residential,8,8.45,1989.42
4794,113.2,luxury_hills,9,9.55,12919.08
4795,84.2,green_zone,5,8.92,2529.11
4796,45.5,university,19,1.93,3579.12
4797,62.4,riverside,16,2.63,3197.24
4798,41.0,central,1,2.3,2497.22
4799,54.5,suburb,10,8.75,2752.19
4800,51.3,residential,18,9.5,2604.18
4801,112.6,residential,5,7.31,2456.69
4802,73.2,riverside,6,7.22,2522.28
4803,64.6,residential,12,10.05,2766.29
4804,93.4,suburb,14,6.37,2628.32
4805,71.4,industrial,1,12.58,1369.45
4806,66.3,suburb,5,10.31,2304.11
4807,51.8,central,2,1.08,3042.58
4808,60.6,suburb,12,12.96,1356.91
4809,44.0,old_town,2,1.08,1829.56
4810,54.3,residential,4,4.36,2274.33
4811,74.8,suburb,8,5.05,2471.72
4812,105.7,suburb,3,7.62,3823.04
4813,60.3,riverside,4,5.61,2903.7
4814,92.9,residential,7,3.9,1625.42
4815,113.2,suburb,12,12.7,2364.36
4816,116.0,suburb,2,11.71,2726.1
4817,37.4,university,10,3.2,2640.93
4818,78.6,green_zone,18,10.75,1765.64
4819,99.2,suburb,12,14.84,1550.25
4820,71.9,industrial,7,12.81,2033.17
4821,60.0,green_zone,11,7.49,2318.91
4822,58.9,residential,1,8.11,1392.49
4823,71.2,business,2,2.58,6394.5
4824,33.2,university,11,3.96,3483.38
4825,68.5,residential,11,11.34,1946.65
4826,39.2,business,16,3.32,2796.48
4827,68.2,business,4,2.79,4825.69
4828,63.8,business,17,1.42,2295.17
4829,70.8,residential,17,11.28,1792.76
4830,91.8,central,7,2.91,4361.0
4831,18.0,suburb,4,15.07,2199.31
4832,65.0,residential,4,8.03,2831.94
4833,49.8,central,18,1.48,2664.76
4834,86.9,green_zone,2,5.99,1949.46
4835,83.4,residential,6,2.67,3386.55
4836,35.2,business,7,2.84,4061.77
4837,110.3,old_town,4,1.88,3522.18
4838,72.4,university,7,4.65,2245.26
4839,47.8,university,11,5.82,1855.98
4840,79.0,suburb,4,12.84,2620.12
4841,80.7,suburb,3,10.99,5331.95
4842,124.0,old_town,6,2.97,3062.85
4843,97.6,old_town,8,3.71,3484.02
4844,79.5,riverside,19,2.42,2924.28
4845,121.0,riverside,4,3.8,3365.3
4846,101.3,residential,18,5.92,1559.93
4847,52.7,university,9,5.14,1664.51
4848,93.3,industrial,12,10.32,1728.22
4849,85.7,business,1,2.24,3362.7
4850,106.2,riverside,19,2.41,2855.92
4851,89.5,riverside,1,6.56,2459.73
4852,92.8,riverside,14,5.3,5748.41
4853,129.1,suburb,9,12.34,1438.08
4854,72.3,residential,3,4.64,1297.1
4855,67.7,suburb,4,8.69,2441.05
4856,49.2,residential,7,5.64,3065.44
4857,108.6,suburb,2,12.12,1845.74
4858,49.9,central,5,0.91,3916.2
4859,71.9,industrial,3,11.06,1491.21
4860,86.3,residential,11,6.4,1756.53
4861,38.3,old_town,3,3.05,4325.23
4862,55.4,industrial,14,6.95,848.78
4863,86.2,university,8,6.14,3512.87
4864,39.0,residential,7,6.96,3251.12
4865,107.8,residential,6,9.06,2791.81
4866,67.2,business,11,3.28,5166.82
4867,84.2,business,29,1.77,5602.77
4868,57.0,business,13,2.79,3211.52
4869,58.4,central,20,3.27,3791.17
4870,18.0,university,2,4.13,1974.69
4871,103.1,luxury_hills,23,9.99,11165.63
4872,134.2,luxury_hills,17,8.33,13727.46
4873,44.0,riverside,8,6.81,1685.87
4874,58.9,central,6,1.65,3278.13
4875,40.6,residential,12,8.79,1781.49
4876,87.3,industrial,5,6.59,689.95
4877,63.7,old_town,2,1.67,3036.38
4878,112.6,old_town,4,0.92,3256.87
4879,84.9,industrial,3,9.62,1489.72
4880,74.5,residential,4,9.0,1927.31
4881,87.0,residential,10,10.35,2591.43
4882,66.2,riverside,2,5.9,2683.92
4883,57.9,university,7,3.91,2783.08
4884,41.1,old_town,5,3.88,4603.72
4885,65.5,green_zone,15,10.74,1971.14
4886,47.5,residential,12,6.56,1497.41
4887,19.7,business,12,0.44,3642.26
4888,54.5,industrial,12,6.35,1691.52
4889,92.9,suburb,12,13.83,2239.54
4890,86.0,central,10,1.14,5512.98
4891,45.0,central,2,0.61,3132.12
4892,35.3,residential,10,9.68,3430.54
4893,49.3,business,7,2.34,2491.16
4894,50.9,suburb,9,8.14,2171.17
4895,76.9,central,6,1.78,1900.72
4896,60.5,central,22,1.46,5810.39
4897,74.3,central,9,0.59,4492.49
4898,80.9,residential,13,5.12,1922.33
4899,69.7,riverside,4,4.81,2717.56
4900,55.5,central,6,0.26,3937.87
4901,89.1,residential,4,7.94,1067.19
4902,59.5,old_town,1,1.4,4056.71
4903,25.0,university,9,2.99,2868.95
4904,34.6,suburb,12,17.82,1040.55
4905,52.6,university,19,6.26,2602.18
4906,47.7,old_town,5,1.53,3123.83
4907,45.2,green_zone,5,10.27,1998.08
4908,86.8,residential,15,6.83,3456.91
4909,56.5,green_zone,1,9.18,2170.32
4910,125.5,residential,8,1.34,4488.42
4911,129.3,luxury_hills,18,8.46,22239.31
4912,128.3,suburb,3,16.04,1212.88
4913,53.8,university,14,4.09,2259.32
4914,84.3,riverside,7,5.45,2177.98
4915,49.1,industrial,5,10.66,1485.33
4916,103.0,suburb,16,6.31,643.71
4917,31.6,business,7,2.44,3357.2
4918,160.1,suburb,12,9.26,3341.58
4919,90.8,suburb,6,11.36,4086.38
4920,143.1,luxury_hills,13,3.9,9792.96
4921,39.6,central,4,1.84,3517.85
4922,40.6,university,10,5.6,1758.65
4923,61.3,residential,4,6.59,929.29
4924,89.0,old_town,2,1.33,5114.46
4925,64.9,university,1,4.65,1305.17
4926,60.2,business,6,0.79,4588.34
4927,18.0,old_town,5,1.3,4052.61
4928,46.9,university,12,3.66,842.62
4929,94.2,riverside,21,6.09,2433.94
4930,61.3,old_town,4,4.31,3268.11
4931,85.1,business,9,3.33,4066.88
4932,31.3,old_town,4,1.7,2935.36
4933,71.0,business,29,3.52,4498.27
4934,74.3,residential,22,2.62,2024.35
4935,23.3,suburb,11,12.92,1932.71
4936,74.6,riverside,4,4.75,2641.15
4937,68.5,green_zone,1,8.49,2536.46
4938,68.1,business,1,2.62,2514.75
4939,104.6,suburb,10,12.78,2334.3
4940,20.7,university,1,4.67,2077.26
4941,41.2,old_town,3,2.81,3229.0
4942,94.8,residential,7,4.68,2213.47
4943,75.2,green_zone,12,8.15,2431.87
4944,44.8,university,6,5.68,2209.03
4945,70.2,residential,14,10.75,1018.61
4946,133.9,luxury_hills,25,12.27,14206.6
4947,142.0,old_town,6,4.25,3452.94
4948,80.9,suburb,16,17.53,2725.58
4949,78.3,industrial,7,8.28,1764.72
4950,89.2,suburb,12,14.81,2212.79
4951,67.9,green_zone,3,14.14,2282.36
4952,74.9,industrial,12,12.22,1935.17
4953,94.7,suburb,16,17.81,2588.22
4954,112.8,green_zone,7,7.08,3349.95
4955,65.3,green_zone,7,7.54,1262.19
4956,75.5,industrial,2,10.08,2007.4
4957,19.8,university,8,0.2,3839.81
4958,75.1,university,8,4.04,2441.14
4959,54.8,business,12,5.33,2169.73
4960,57.0,riverside,2,6.39,1756.06
4961,65.5,central,23,0.92,6031.4
4962,69.3,business,6,4.65,2613.96
4963,72.3,suburb,18,15.22,777.17
4964,35.8,central,1,1.68,3756.54
4965,63.6,green_zone,5,9.9,3175.69
4966,67.1,old_town,2,3.79,3600.81
4967,36.4,old_town,1,4.42,2280.68
4968,79.9,suburb,12,9.73,1832.81
4969,69.4,central,2,0.8,3338.12
4970,58.0,industrial,15,13.03,1265.29
4971,45.0,suburb,12,8.66,2210.41
4972,80.3,luxury_hills,5,9.9,10702.21
4973,27.6,residential,22,8.71,1440.41
4974,66.4,residential,18,11.62,1216.59
4975,87.4,old_town,8,1.24,2468.97
4976,103.8,riverside,21,3.74,2420.45
4977,88.6,residential,3,11.58,1736.72
4978,59.0,suburb,9,13.26,2129.6
4979,46.7,luxury_hills,11,12.84,6110.41
4980,54.1,riverside,6,6.76,3008.29
4981,63.9,old_town,1,3.63,3822.45
4982,42.1,university,11,4.33,2497.69
4983,59.2,residential,9,6.59,2198.85
4984,67.7,business,1,0.78,2613.08
4985,48.2,residential,6,5.11,2318.47
4986,87.7,suburb,4,12.51,1161.96
4987,64.2,old_town,7,3.54,3789.1
4988,68.3,university,12,8.42,3210.52
4989,60.8,riverside,29,6.17,3358.14
4990,47.6,university,20,3.46,2798.43
4991,79.0,central,25,1.43,5049.43
4992,57.7,residential,11,6.51,1768.71
4993,59.9,business,6,2.93,4678.0
4994,81.5,business,34,1.66,4990.46
4995,38.9,central,1,2.39,4214.84
4996,65.4,central,4,2.24,4340.94
4997,89.7,business,10,2.62,5073.29
4998,62.8,central,9,2.97,3163.6
4999,68.1,university,2,3.72,4238.64
5000,67.6,business,11,2.68,4581.26
5001,35.7,university,3,0.47,3277.72
5002,101.0,residential,12,8.23,2057.02
